Review,Topic,Sentiment
This thing mounted an older Plasma TV very simply.  The only issue I had was that the instructions were not very well presented.  I am a very handy person and still had to figure a couple things out.  The mount does a great job.  Just knocked one star for bad instructions.,4,Negative
"I Ordered 5 of these, 2 for my parent's house 3 for me. These are at great cost, not cheap, thinner metal yes, but more than sturdy enough once mountedLet me address some of the negative things I read in reviews below:1 ""thin metal""2 ""you have to adjust the tilt before putting it on""3 ""screws are not long enough""My Answer to those:1 Its metal, you're screwing it to a wall, your TV will not break it off or bend it off the wall, thin or not once it's mounted it more than enough2 How often do you tilt a TV once mounted? Almost never once it's how you want; it's there until you buy another TV3 spend 3 dollars and get a bag of 20 Long screws and you still come out cheaper than competitor modelsRead below you will see one review on a man's wife who was angry and try to rip it off the wall and couldn't, and another review from an engineer who said other than the screws it's perfect.Do yourself a favor, buy it, and don't look back",0,Negative
"Very awkward to put together. Instructions we not that good. Since it is not rigid, it was difficult to make level. I put it together incorrectly several times before nailing it and I have hung probably 10-12 TVs. Although I have used numerous Cheetah mounts and love the brand, I would not use this mount again, ever.",1,Negative
"Only reason I didn't give a higher rating is because it won't let the vesa 100 x 100 TVs sit in the center. Because the way this mount is assembled, with two separate pieces screwed together, the tv with vesa 100x100 must sit either 3 or so inches to either the left or right of dead center.However, it is a great deal for what you get! I mounted it to the beams (16inches), and I could hang from it (200 lbs) without it coming from the wall!",2,Negative
"As some others have said, you get what you pay for. Assembly was difficult to figure out from written instructions and the lousy small diagrams. You are better off just figuring it out for yourself.They give you a lot of parts, but still had to go to the hardware store because Sony has depth restrictions.But it worked.",0,Negative
I was a little hesitant based on price alone.. have you priced these at best buy? I ordered one to be safe.. and immediately ordered 2 others for my house. My In Laws also purchased 2 of these and can't be happier. I am not sure of the quality of the HDMI cord that came with it.. I haven't found any use for a 6 foot HDMI cord that is blue!,4,Negative
"As far as holding up a TV on the wall, I guess you could say it's great...getting the TV up there and stable is another story.  The safety screws that need to be tightened are so far up a normal screw driver cannot reach.  Not to mention the space between the TV and the wall was less than an inch.  Not a whole lot of room to work.  We had to Frankenstein a screwdriver together to screw in these screws.  It was ridiculous.  The shaft of the screwdriver had to be almost a foot long!  I guess we got it screwed in, quite frankly there's no way to really know because you sure as heck can't see back there.Hopefully we'll never have to take our TV down.  If we do, we'll probably just have to rip the dang thing off the wall.",0,Negative
"This is, my worst purchase ever. Even worse than the time I bought my blind uncle a pair of glasses. Or the time I insured my hair, just to realize it didn't cover fire damage. The point is, three hours later this is installed. With the use of 4 washers of my own, because their &#34;star&#34; washers were as flimsy as a soda can, and the wrong size. The bolts, too short to include the spacers. I am using it on a 32&#34; television, and wouldn't recommend it for mounting a toaster oven. Do not buy this for anything bigger than your kitchen utensils.",0,Negative
"The main problem with this product is that the latch used on the bottom of the tv mounts, the part that 'hooks' to the bottom is done so with a screw.  Unless you have freakishly small hands and wrists, you are not going to reach the screw with the tv mounted to the wall.  There is less than two inches at a flat angle.  Also, the flange that the screw attaches to is a bit too long and it digs into the wall it is mounted to.  I made the mistake of placing my tv on the wall, then adjusting it left and right until it was properly centered, this created two large gouges in the sheetrock.  A spacer would fix the problem and provide the width needed, but the gash was already there and I wasn't going to start all over.",0,Negative
"Pleased with the hardware, I was able to put it together and mount my TV. (although some of the screws didnt fit my brand new panasonic 50"", strange, but I just bought 4 replacements at Loews.But the HDMI cable is NOT HDCP COMPLIANT... so I got it all mounted up and happy with wires hidden after testing on some movie that didnt have drm, and then I played a movie that did, and no go.  Had to replace cable.Not really the cable's fault, HDCP should die in a fire, but given it exists, easier to have a more recently made cable.",1,Negative
This thing is great. I hate to give it such a good review. I don't want the price to go up. Talk about simple. It also allows me to easily change TV's if I want. it will work for all my TV's and large monitors. I can't believe there are any negative reviews. I read them but I'm trying to figure out what they are referring to unless it's all operator error.,2,Negative
Lower cost than similar products and even includes an HDMI cable.  A little more assembly required but worth it.  The only problem was that I had to purchase longer screws to mount the TV because the included screws were too short.  Not a big deal since the screw size is available at the local hardware store.,4,Negative
It is great now that it is on the wall but it was very hard to put it there. The screws that support the bottom of the bracket (the part securing the TV to the wall) were very difficult to screw up with a standard sized screw driver. In the end I was only able to run up one of the screws as the other was inaccessible.,0,Negative
"Don't get jipped by buying some expensive mount! If you install this correctly you will not be dissapointed. I mounted my 60&#34; Samsung LED tv that i bought for $2,000 on this and i am not even a bit nervous of it breaking on me.I literally hung on the bracket once it was mounted on the wall to test if it can hold the weight (i'm about 170 lbs.) and it didnt budge one bit. Just make sure that you have the tv screwed on a stud as specified.",0,Negative
"Well made product, Packing needs improvement. Product arrived in 1 day with regular shipping. Used for 42"" LG LED and all bolts and screws included. Missing HDMI cable but company fixed the problem.",4,Negative
"The mount is sturdy and easy to install. However, the design is flawed.First, I don't see why the bracket alone comes in 6 separate pieces one has to screw back together. Second, the fit on the 2 vertical braces is very bad. The vertical braces are too wide to fit properly in the indentations of the horizontal pieces. Even with rotating, I could not make them flush. Second, they use tiny short screws that further complicate assembly. I'm quite handy with tools but just assembling the bracket took 15 minutes!",0,Negative
"I put this up last night, along with my new Samsung 60"" TV.  The mount was easy to install and seems to be doing a good job of holding the TV up.  I had to do a little ""framing"" work inside the ""entertainment center"" opening above my gas fireplace -- that opening in my 14-year-old home was built for the deep, boxy TVs of the time.  (More on that below, if any are interested.) My only minor ""complaint"" about the Cheetah mount as matched to the Samsung TV is that there weren't enough plastic washers with the right size opening to make snug the screws that hold the mount arms to the back of the TV. As someone said in an earlier review that they did, I used my drill to ream a larger hole in the 4 plastic washers that had the next largest openings, which gave me a total of 8 usable washers, 2 for each screw.  That still wasn't quite snug, so I used 4 flat metal washers -- one for each screw -- I had around the house to get it snug. I don't fault Cheetah, because there's a limit to how many washers they can put in a package, but the purchaser should be aware that you may need to have some of your own washers to make a snug connection between the mount arms and the TV, at least for a Samsung 60"" slim LED TV.Here's the ""framing"" I did:  on each side of the TV opening above my fireplace, 1.5 inches back from the face of the opening, I screwed a 2x4 piece to the inside wall of the opening.  Then I screwed two pieces of 2x6 across the front of the 2x4s, with about a 3 or 4 inch gap between the 2x6 pieces.  I screwed the top rail of the Cheetah mount to the top 2x6 piece and the bottom rail to the bottom 2x6 piece.  The power and HDMI cables run through the gap between the 2x6s.  It took some careful measuring and calculating to make sure the TV (overall and with its power and cable ports)and the opening between the two horizontal 2x6 pieces would be where I wanted them.  The other thing I did was to supplement the top rail lag screws, which went all the way through the 2x6s, with an additional lag bolt on each side.",0,Negative
"this mount does it's job. Easy to put together lightweight and sturdy. I have a 55"" led TV and it holds it up with problem. comes with lots of screws and anchors depending on your situation with or without finding the studs in your wall.Hard to screw in the bottom screws to the mount once you put the TV up though.",2,Negative
"For the price, this product fills a niche.  The construction of the mount is descent, but the instructions, or lack of instructions leave a lot to be desired.  I would have paid and extra $4 for more than a half sheet of paper with the mount displayed already put together.  I had to pull it off the wall to turn pieces around.  The assortment of screws did not fit my Pioneer which has a standard mount.  If you purchase this mount, make sure you check and double check the rails before you screw them into your wall.PS. The level that comes with the mount is nowhere near the displayed item.  It is a single bubble tube that snaps into the back  of the top rail.",2,Negative
"March 2010: I am terribly disappointed in this purchase. While it was a huge savings at 35 USD, the old adage ""You get what you pay for"" proves itself true once again.First off, as other owners have blogged here, the install booklet is horrible. There are part names mentioned by name (eg Lag screws) that are NOT named in the Parts Listing or Diagram.Secondly, and most importantly, the pre-drilled holes DO NOT ALIGN properly with a 16"" or 24"" stud distances. What I mean is my wall has stud CENTERS that are exactly 24"" apart. Regardless, even if they were 16"" apart, the pre-drilled holes in the Cheetah mount would FORCE ME to be WAY OFF center .. close to the edge of BOTH studs. While that might work, it's terribly close to the edge and therefore UNSAFE .. especially if the screw ends up not going in perfectly straight therefore coming out of the side of the stud.This is a HUGE oversight in the hardware design. This product appears to originate from Assai Photo Supply - browse to:  [...]/Assia-Photo-SupplyI am very displeased with this purchase. I would much rather spend 100 dollars MORE, to know that my children will be SAFE while walking under / near to the mounted TV.===========**UPDATED** See my follow-up post below. In short, the install booklet includes a diagram showing where to place the lag screws for mounting to the studs. The small holes CAN NOT be correct, as they do NOT align with 16"" or 24"" spaced studs. Instead, use the oval holes, despite that they aren't perfectly aligned either. Sadly, I got the idea from an image I found on some other 3rd party website.===========",2,Negative
Can't go wrong here - cheaper then almost any other wall mounts but very sturdy.  I have no complaints at all.,4,Negative
"I was skeptical about buying such an inexpensive mount to hang my new 46"" Panasonic plasma; but when it arrived I found it to be made of very heavy duty steel and was confident it could hold the TV with no problem.However when I went to mount the brackets to the back of the set I discovered that none of the enclosed screws were long enough if used with the plastic spacers. I went to three different hardware stores looking for 8mm screws with a 1.25 thread that were 3"" to 3 1/4""long to no avail. the longest I could find were approx. 2 1/2"" which forced me to buy much thinner nylon washers to use as a spacer. By having the brackets that closely mounted to the TV it has defeated the purpose of the tilt mechanism which is now very difficult to access and also impossible to access the cords and cables without first taking the TV from the wall which is why I bought a tilting mount in the first place.The part that attaches to the wall does not line up evenly with 16"" studs forcing me to have slightly more on one side than the other. This is not too much of a factor as long as all four lag bolts are firmly into studs as the TV can be adjusted to right or left when hanging.My guess is that this mount was not designed for the american market as it is all metric. Having said all that, it is a very sturdy wall mount given the price but someone who is not much of a do-it-yourselfer may be frustrated with the lack of appropriate hardware and the overly simplistic sheet of directions. I will continue to scour any home and hardware stores for longer metric bolts/screws to replace the ones that I substituted.Note: Mine did not come with a free level but I own a decent level already and wasn't too disappointed on that count.Upate 5-1-2012I was contacted by Cheetah Mounts and have been told that their mounts have since been redesigned and additional hardware has been included to accomodate more TVs so there would be nothing more to purchase.  They also offered a refund for the screws that I previously bought!The mount has held up well and I would purchase from them again.",0,Negative
This mount comes in pieces that you have to put together before putting up on the wall.  I got it put together and ready to put on the wall I had it all squared up but once you start tightening it down it goes all to hell.  It does kind of look like a bow tie and is extremely difficult to get level.  After messing with it for an hour I got it as level as I could but the right side is still a little off.  I don't think I'd buy this mount again.,0,Negative
I received this the other day and got my 42&#34; Vizio on the wall in about an hour.The instructions are a bit hard to understand but if you just take your time and read/look at the pictures you can get it figured out.The box does come with many different size screws so follow the letters on their packages for your installation.,0,Negative
"We purchased this initially because the cost is so much better compared to the TV mounts you purchase at the major retail stores.  This comes in a small box, and with pieces you have to put together with nuts and bolts.  Because of the way this is designed, there are no mounting holes in the middle of the device, and the wall stud in our house with directly in the middle of where we wanted to mount the TV.  Which left all the other available mounting holes in dry wall.  I disliked the cheap quality of having to put this together, and the fact that we couldn't mount it.  We stopped in the middle of the project, and went to Target to purchase a better quality mount.  It did come with a longer HDMI cable, and two small levels, neither of which would've been helpful for mounting the device.Overall, my husband and I were very unhappy with the product.  We took everything back apart, repackaged it, and returned it.",3,Negative
"Looking for a budget price tilt mount?This one will do.For the price,it does the job,but the tilt adjustment is difficult to reach and tighten on a VESA 200x200 setup on my 42""Visio.I bought this mount expecting this to be a problem,and in that respect am not really let down.I needed a tilt mount at 15 degrees to make 3D more watchable from my bed.It came with all the required hardware to install it and it all went well and installed quickly.I have had and installed several different tilt mounts over the years for myself as well as others.I would suggest using a real level at least 24 inches long(not use the included ones. When you locate where your wall studs are and determine your desired placement for viewing,draw a light pencil line with a real level,then flip the level and check it for accuracy.Mark the holes for the top to pre drill 2 holes for the 2 larger lag bolts in the centers of the studs dead center on your level line on the wall.Be sure you use a bit smaller than the thickness of the lag bolts threads.Use the washers and attach the 2 top bolts.Do not overtighten the bolts,just snug enough to recheck with a level on top,then tighten so they wont move anymore.Pre drill for the smaller lower 2 bolts usiing a smaller bit again,place the smaller washers on the bolts and snug them up as well.Attach the brackets to the back of the tv(be sure the tilt adjuster screws face outward),back off on the bottom rail set screws on the wall mount attach your cables and power plug and hang your tv.Tighten the bottom rail set screws and you are done.It will stay at about 15 degrees.Changing the tilt on this model is not much of an option,so just tighten the tilt screws as much as you can and you're done.If doing this is too difficult,have someone else do it so you will be sure your tv will not detach from the wall(a bad day for sure.)Overall, as I have said...a decent mount for the price,but if your tv is over 42 lbs,choose a heavier mount.This one did what it needed to do for me at a budget price.The included 10 ft 1.4 HDMI etherenet cable works well with my Panasonic 3D Blu-ray player.",0,Negative
I gave it four stars for the cheap price and I knew what I was getting.  The quality is not that great.  I had to grind a piece of the steel to get it to assemble properly.  Don't use the level that comes with the kit.  I used the level and I could tell by eye that the level was off.  Used another level and straightened things out.,0,Negative
The included HDMI cable is junk. The level is cute but useless. The design is poor as when the TV is tilted forward there is NO way to utilize the lower locking screws sooo my 60 inch TV is hanging on the top lip of the bracket only.,0,Negative
"This wall mount is great for the price! It's easy to install and very solid construction. It took two people about two hours to install this but you could do it in less than an hour if you're handy with tools. We're not!Anyway, the only negatives have to do with the instructions. One: No list of required tools. Make sure you have the right size socket for the lag bolts and the right size drill bits, ahead of time. Two: They say to set the tilt of the TV first and then attach the TV to the wall plate. But if you tilt the TV all the way, then you can't reach the safety screws at the bottom of the wall mount in order to tighten them. So tighten first, then tilt.",0,Negative
"No reason to pay more for a simple TV mount you'll never see. But, do note that this is fairly flush with the wall, and if you have cables that stick out from either the TV or the wall you'll want about another half-inch or so. But, if you don't, this is perfect for a flush look.",2,Negative
"The electronics stores try to cheat you by jacking up the prices on mounting stands and HDMI cables.  Well, no need to fall into that trap when there is Amazon.  This mounting stand works just fine with our 42 inch LCD.",1,Negative
"It took about an hour to put this mount together and install my 60&#34; TV to the wall.  Instructions were easy to follow and it came with every possible screw, washer, spacer and bolt you could possibly need.  As long as you know how to find a stud, you'll have no problem installing this.  Don't waste over $100 at an electronics store, get this mount!",0,Negative
"When I saw it I was very disappointed, first it is built very cheap, i have bought 5 or 6 flat screen mounts and everyone has a solid back, this one has 6 cheap pieces that you have to screw together, and with my fat fingers it was almost impossible, will spend the extra 30 next time and go with another brand",1,Negative
"The Cheetah mount comes with all the hardware I needed (and quite a bit more) to mount my television on the wall. It was easy to assemble and mount with two exceptions. There are two vertical brackets that hold the top part of the wall mount to the bottom part of the wall mount. There is one screw in each end of the two brackets that hold everything together, one screw was missing. I found a screw I had in my ""junk"" drawer so it was not a big issue. The second problem was the mount did not have the built in level. The description and the box both said it had a built in level and there was a bulge where the level should have been but it was not there. It did come with a small magnetic level so I was still able to get it mounted to the wall level.",0,Negative
"Bought this to mount my 60 inch Vizio on the wall.It does the job well.  TV is secure.It's tight to the wall, so not easy to plug things in once it's mounted.",4,Negative
The mount was quick and easy to install.  Our 50&#34; tv feels solidly mounted to the wall.  The only negative I have would be the difficulty in tightening the screws that secure the tv to the mount.,4,Negative
"Build quality is very high, no need to worry that your TV is going to fall off the wall.  Comes with lots of hardware to support just about any type of mounting setup.  A few reviewers have said that its hard to assemble.  I have no idea what they are talking about... if it takes you more than 5 minutes to assemble maybe you shouldn't be trying to mount your own TV! Overall I love this mounting bracket and would give it my highest recommendation.",4,Negative
"I bought this to hang a 85 Lbs. 60"" LCD flat panel, which this is supposed to handle. While the installation was simple, (although I am not sure why they did not use the same size screws on the top and bottom brackets, which meant that you needed to drill two different size holes), the tilt setting for the bracket would not say at the upright position, no matter how tight I made the screws. I ended up placing a block of wood at the bottom of the TV to set the angle. Another point to note is that the bracket places the TV so close to the wall, the electrical plug, and cables could not come straight out of the wall, I had to put angle connectors on all the connections for the cables and electric plug to fit. I have this up for one week now, and appears to be holding. To bad the tilt does not work, I guess you get what you pay for.",0,Negative
"I'm going to give this thing 3 starts because it does work and works good but it is cheaply made, with little quality control since one of my arms was bent a the bottom where it needed to bolt to the back of the tv.Also, if you have an older LCD tv that you are wanting to use this mount on with tilt, then you might be out of luck.  The older LCD's, at least my 46"" Samsung, the plugs for your cables plug straight in rather than newer LCD/LED's where they plug in from the side.  The cables stick out on the older ones causing them to hit the wall which will keep it from tilting only so far.  I think you can buy adapters maybe for hdmi, but not sure about component?I'm not sure what the mounting holes on our tv are considered(maybe VESA 700x400 since that says it goes up to) but the brackets that bolt to the back of it had no adjustment left once bolting it up.  My other mounts all have had some extra adjustment to allow me to move the tv up or down more if it needed to be if the mount was not in the right spot.I don't know what the standard mounting height of mounts are but I always go up 54"" from the floor and draw a level line and attach the bottom of the wall mount to that that line.  This might not work for you, but for somebody putting one up for the first time, this might help you.  A smaller tv, might need to be a little lower, but you can probably also move the tv down on the mount if you need to.  I just think in my opinion that 54"" is a good baseline.All the screws were in the package and I did not use the cable but I am saving it for a rainy day.  The mount will take you a few minutes to put together and you will need a phillips screwdriver and a metric wrench for putting it together.The tilt method on this thing is kind of cheap and you will need a long phillips to adjust it and tighten it if you want to adjust it once it is on the wall.  The mount is just cheap and it is hard to get the tilt the same on both of them since there are no marks to go by and it might not tilt evenly but you can figure that out.  The last complaint I have is the security screws on the underside.  On most of the other mounts I have used, they have a latch or a screw that will hold it in place and keep the tv from even being pulled away from the wall at the bottom of the tv.  The screws on mine, tighten up but do not tighten all the way into the bottom of the mount which will still allow the the tv to be shifted on the mount or you will think the tv will want to pull off at the bottom.  It will not but I just wish the company would have used a longer screw to have it tighten into the bottom of the mount.  It's not going to come off though and the mount does hold the tv.This mount does sit closer to the wall which leaves less space between the tv and the wall so this might keep you from tilting the tv to the desired postition if your cables are in your way.  If this is a problem, try another mount.  Peerless is a very good mount and I have used them in the past but they are a little more than twice the price.Give the mount a try though and if you don't like it, you can always send it back.",0,Negative
"I recieved my mount yesterday. The instructions are not the bad. I have seen alot worse. After assembling the bracket I did realize that it will handle my Panasonic 55"" plasma with no problems. I did use my own level. I had trust issues with the provided level. Im see to many complaints thats its only 1.3"" from the wall. READ THE DESCRIPTION!! IT CLEARY STATES THAT!! Thats what I wanted. My HMDI inputs are on the side of my TV. The 1 complaint I do have and agree with alot of reviews is the safety screws on the bottem TV bracket are a bear to get too. You need a long philips head to get to them and being so close to the wall, well its a pain. But for 27.99 it's a hell of a deal. It also comes with a cheetah 10 ft. HMDI cable. I also ordered 2 of these cables separately. Compaired to my overpriced monster HDMI cable I could not tell a difference in picture quality. Picture is top notch and the reviews on these are great. So I have an extra one. So think about it. Your saving a $100 dollars or more buying this bracket and dont forget about the 10 ft. HDMI cable your getting too. IT'S A STEAL!",0,Negative
I saw this has been very highly rated over the past few years. Goes on easily..instructions could be a little clearer though. Only complaint is that my HDMI cables come straight out of the back of my TV and because its so close the wall you really have to bend the HDMI cable to get it to make the clearance from the wall.,1,Negative
I bought this to hang a 50&#34; Vizio that I got for Christmas.  The only thing wrong was that the people (wife and I) hanging the TV could not figure out which wall they wanted it hung on.,3,Negative
the only down side to this mount is that it only turns up and down and no angles.good buy,2,Negative
"I have 2 of these. I'm happy with the mount but there's not enough room behind the TV for wires to come out. In fact, you may even have to get HDMI cables that have 90 degree angles to the connectors.At the bottom of the TV where most of the connectors are, there's literally 1/4"" space and there's no way to adjust it. It is what it it. But for $27 instead of $120 I made it work.",0,Negative
"Took 30 minutes to assemble and get everything to align properly after figuring instructions out, it is a cheap mount. I am hanging a 32 inch Samsung LCD and vertical brackets didn't align properly, the TV is mounted but no room to get to the adjustment screws, no matter how I hang the TV! However returning isn't an option cause its already mounted and don't want to patch holes and scared a new mount will not use same holes. The TV is wobbly because the vertical bars will not mount to TV flush, maybe I got bad mounts or vertical bars......",0,Negative
"Been on the wall for three months and still going.I guess as long as you know how to find wall studs, use a level, and use some basic tools, the installation is simple.  I had no problems getting this on the wall and the brackets mounted to my 52"" Sharp Aquos television.  It's a 2007 model LCD and weighs around 75lbs.  It feels sturdy on the bracket so I don't at all feel uncomfortable worrying if it's going to fall off.As this is a fairly basic and close mount, you'll likely want to connect everything to your TV before hanging it.  For me, there's not much room to get your hands behind the TV once it is mounted.",0,Negative
"There were several problems with this mount.  The instructions were very poor; just general directions (eg 'Find the bolts that fit your tv') and pictures were useless.  Bolts for attaching brackets to the tv were too long so I had to make spacers out of some spare nuts I had in my shop.  Also, a star washer was missing from the parts bag so I had to use the smaller ones. Flimsy construction.  Don't order this mount.",0,Negative
"Not impressed with this! It's sturdy, but I received a damaged product, had to carry to a welder to repair before installing.",1,Negative
"I decided to take my TV from the stand to the wall. Everything was delivered quickly and boxes were not damaged. All parts were with the packaging. The instruction could use improvement, but taking your time will aleviate any installation issues. The mount is low profile to the wall. The installtion was very simple until tightening the lower screws and trying to connect some wires and cables on the TV. Some came out as I put it on the wall, but I did the entire installtion alone. Pre-connecting wires will reduce that struggle. The screws on the bottom are a different story. A very tight fit and is a little time consuming.Overall, I am please with the new look of installtion on the wall. Product is very sturdy. I also purchased a wide channel cover to hide the wires. A stud finder is a must installing on drywall to hit the studs just right. You will need a drill if going into the studs.I am very pleased and gave it 4 stars because of the bottom screws. I debated 5 stars and was very close to rating it that way.",1,Negative
"Really great idea!  Hardware is packed in individual compartments in a plastic bag.  Everything is clearly labeled and easy to understand.  Easy to mount.  It comes with TWO levels to help get it mounted, and there are enough holes to hit most any set of wall studs.  Good price.  Would work if the parts were correct.  Hate that I had to send it back.The package came with one defective part.  One of the two arms had the bottom flange welded about an inch too close to the hook part of the arm.  Therefore, it would not match with the good arm and could not be secured to the wall bracket.  I didn't notice this problem until I was trying to secure the flange to the wall mount.But, here's the REAL problem.  Customer support was TERRIBLE.An email to sales@cheetahmounts.com had a reply from customerservice@altiaproducts.com signed 'assiamounts' and supposedly the shipment of a replacement part.  However, when the tracking number showed delivered, it was to a different city and state.  That's OK; mistakes happen.At this point, everything fell apart.  Next response wanted to know the eBay account information.  Uh, this is an Amazon transaction.  Then they needed all the information, again (I had previously sent PDF of invoice and picture of the problem).  All subsequent messages included apologies for not having the replacement part on the way.  But never another shipment.  One messages asked me to telephone them, but on about 6 attempts, I never got past the auto-attendant telling me I was ""next"" and then ""all reps are busy"" messages.  And they never returned the call.  No response, either, from an email to the assiacs@gmail.com address on the auto-attendant.It's three weeks after receiving the order and there's no resolution, so I have to return it to Amazon.  Too bad.",0,Negative
Pro: Comes with HDMI Cable 10'Con: other than Placement of adjustment screws for tilt Nothing Bad I have 3 Of these now in use for more than 2 Years. no issues with mounting.,2,Negative
"...that's what she said.  This mount is killer, makes an LED look molded into the wall.  It's a pain in the crass to install if you have a ton of cables.  I filled every port on the back of that and she was pleased.  Although it took some work to get there.  Worth it when you put it in the end.",2,Negative
Mounted a 51&#34; plasma TV with this no problem.  Uses two studs to secure to the wall and will hold a lot of weight.  Easy to set up and install.  I honestly could have just got a flush mount but I don't mind giving up a little depth so I can tilt is should I need to in the future.,0,Negative
"There's no ability to move it left or right and the up and down adjustment is not that great.  However, if you don't want to move your TV around much and don't have a lot of money to spend, this is a great buy!  It's very sturdy, and fairly easy to install.  The directions could be a bit better, but as long as you look at the pictures, read, and then think about it, it'll go up right.",2,Negative
"hard to put together but will hold anything!!!  I dont know why i have to write more to get this in, it is stupid and makes many now want to even write",0,Negative
"This was my first time hanging a TV on a wall and I must say this Cheetah mount made it a breeze. There is no way you could not find a position on the frame to bolt this in. And the hardware they send you is unbelievable, every possible piece you can use for all scenarios. I hung a 42 inch LG LCD",0,Negative
"Part of my work is installing TVs. I have used dozens of different mounts. This one is just OK. The biggest problem is it takes several minutes to assemble the main rectangle part of the bracket. Then that part isn't perfectly square. The other big problem is that once you mount the TV, the security screws on the bottom part of the bracket are blocked by the bottom of the TV. Again, I do this for a living and have a 10&#34; phillips screw driver just for this kind of thing. I recommend you spend a bit more and get an easier design to work with.",0,Negative
"Cheetah Mounts made several changes to the product in an obvious attempt to cut manufacturing and shipping costs. After opening the package to hang my latest television, I discovered that the top and bottom rails are no longer 1 solid piece of steel. They are now two pieces that need to be bolted together in the center by 12 screws, just so they can make the box smaller. The steel itself is much thinner now and instead of a powder coat finish, they are using cheap spray paint. There used to be a bubble level attached to the top bracket, in addition to a small torpedo level in the box. The mounted bubble level is now gone, and the torpedo level has been replaced with a cheaper one too. You used to be able to adjust the tilt of the mount using thumb levers. Those thumb levers are now gone, and have been replaced with philips screws, so now you need to try to hold a screwdriver in the 3&#34; gap between the wall and the television. Believe it or not, they even cut back on the lag bolts used to secure the mount to the wall. Now, instead of 4 large lag bolts, they now give you 2 large and 2 small. I used to be able to assemble one of these in 5 minutes; this one took 30.What's worse is they replaced the original Cheetah mount with this piece of crap, so they could keep all the 5-star reviews they had received on the previous bracket! What they should have done is listed it as a new product, as they have completely changed every aspect of the product and certainly the quality. Very deceptive practice! I will certainly never purchase another bracket by this manufacturer.",0,Negative
"I installed it as directed when I hung the tv a 42 in Samsung  it was so close to the wall that it crushed the plugs comming from the rear of the tv, it made it impossable to make any connections or tilt the tv down.I ended up buying a full motion mount which worked out great.I would not recomend this mount.",2,Negative
"I used this to mount a 46&#34; Samsung LED to a wall in my den. It only took a few minutes to put together and was easily secured into wall studs with the supplied hardware. The only problem that I had was with the bolts supplied to secure the brackets to the TV. The holes on the TV were recessed and the bolts were not the right length. Inconvenient but not a huge problem, one quick trip to ACE and the screen was up.",2,Negative
"First,the main pictures are inaccurate.There are 6 metal pieces that have to be screwed and bolted together to form the rectangular piece that mounts to the wall.You need a small metric or adjustable wrench to fully tighten the very small nuts.The picture that is included in the instructions on how the vertical pieces of the rectangle fit in place are very hard to make out.If you do it wrong they won't lay flat and you'll have to take them apart again.Finally, I wouldn't trust this thing to hold a large 65"" plasma.I've put together 5 different types of mounts such as this and all the others(including an earlier Cheetah version)were much more well built.",0,Negative
"I've had it for nearly 3 years... it's still holding my 42 inch tv, and i'm about to put a 60 inch on it.So far so good, i've had ZERO problems, it was simple to install, if you're willing to drill into the wall, and comes pre packaged with everything basically perfectly.I will update within a few months if anything bad happens with my 60 inch plasma tv.",0,Negative
"i bought this for a 39"" tv, i think this is more geared for bigger tvs, 39"" is kinda big for the small mounts and kinda small for the big mounds like this.  I ended up only using one of each of the top and bottom brackets instead of 2.  the product is good but the assembly directions are awful.  it provides both written and illustrated directions but neither is very good.bottom line: good product, awful installation instructions",2,Negative
"I have 3 of these. They all work as planned.My gigantic 55 inch plasma (about 160 pounds) holds on this with no problem, only have two screws into a stud and the other two in drywall. Comes with lots of bolting options.Easily installed. Took me about 10 minutes with a drill. I like the flip-down face of these if you'd like to mount your TV high.",2,Negative
"This is an inexpensive mount suitable for light applications only. I recommend that you not trust the built in bubble level but provide a quality level of your own.  This bubble also prevents movement of the TV once mounted.  Everything is a light weight steel stamping with a black powder coat finish.  The boat level shown as part of this kit is NOT included.Assemble the 4 backing plate components into a single unit and mount using your own level.  Lag bolts are provided that will work with 2x4 wood or metal studs, pre-drill your holes.Mount the 2 hooking mechanisms to the back of the television. It is critical that you make sure that these are mounted in the same location - top or bottom of the screw hole.  The holes are bigger than the screws and will result in the television not being level otherwise.Hang, adjust the tilt where you want it to be and tighten the locking screws.  If you tighten the locking screws first you will not be able to get the tilt angle desired.Pros:  Inexpensive and does the job - Priced rightCons:  Lightweight - If you have bought other units such as the Sanus you will know the difference.  Oversized holes allow for alot of wiggle room and may require several adjustments to make right.",2,Negative
Hangs my 32 in flat screen TV on the wall with no issues. Set-up was a breeze - took me all of 5 minutes!,4,Negative
I must say that I bought 2 of the wall mounts and I don't like this one at all. I can't plug anything in the back of it. Not that everything is up and running I will never try and plug anything up in the back of my TV. Good thing the TV has all the plugs on the side of it. Still very hard to plug up. Not a fan of this thing at all I would buy the VideoSecu Tilt TV Wall Mount,0,Negative
"Package was missing a screw, but I was able to use one I had already.  Otherwise, 5 stars.  I have a 42&#34; Samsung and the brackets that mount to the TV were just large enough.  My TV was purchased in 2004, so I imagine the newer lighter LED/Plasmas might have closer mounding holes, but just a heads if you have anything larger than a 42.",2,Negative
